bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,6,8587255,7.069999999999936,1.0
0,0,11,8589161,10.166666666666666,2.0
0,0,29,8592374,12.553333333333427,1.0
0,0,13,8588858,19.020000000000095,3.0
0,0,9,8588858,19.056666666666757,5.0
0,0,24,8588858,19.09333333333342,4.0
0,0,8,8587255,24.930000000000092,6.0
0,0,27,8589147,31.666666666666668,4.0
0,0,26,8589158,32.57333333333338,2.0
0,0,31,8589138,34.96000000000001,0.0
1,0,37,8577820,0.0,0.0
1,0,4,8589138,7.4,1.0
1,0,5,8589152,8.356666666665816,3.0
1,0,22,8587356,10.763333333332483,2.0
1,0,2,8587255,17.369999999999152,5.0
1,0,23,8587255,17.406666666665814,3.0
1,0,14,8589161,19.573333333332485,4.0
1,0,20,8577820,23.70999999999914,1.0
1,0,32,8577820,23.746666666665803,0.0
1,0,10,8587255,28.963333333327057,1.0
1,0,28,8589141,37.3,0.0
