time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,12,0,0,98.8705000000009,9,480.06698298454285,0.8660878161261031,126648.0,9
10,8,0,0,132.85939989683902,12,480.1224629878998,0.41803505628342646,44527.0,9
20,11,0,0,175.41029999999955,15,480.10230112075806,0.5910152472469508,24428.0,9
30,7,0,0,143.3292999999976,13,480.1747980117798,0.15650307027860633,43508.0,9
40,11,0,0,178.40030000000115,13,480.14194107055664,0.5501763967050433,22738.0,9
50,6,0,0,138.41300000000047,12,480.15510606765747,0.1105715710023198,106097.0,9
60,11,0,0,174.88290000000052,14,480.22344493865967,0.6782183575654469,21941.0,9
