bus_id,decision_interval,step_sequence,logical_node,action,horizon_status,location,arrival_time,pax_exchange,passenger_load
19,60,3,43,Dropoff,Executed,8592378,64.73,-8,12
19,60,4,39,Dropoff,Executed,8592378,64.77,-4,4
19,60,5,3,Pickup,Executed,8592378,64.81,5,0
19,60,6,25,Dropoff,Planned,8589147,83.28,-5,5
19,60,7,85,End,Planned,0,84.0,0,0
20,0,0,44,Start,Executed,8589138,0.0,0,0
20,0,1,7,Pickup,Executed,8589152,0.92,5,0
20,0,2,5,Pickup,Planned,8591766,10.34,5,5
20,0,3,17,Dropoff,Planned,8587255,16.02,-5,10
20,0,4,19,Dropoff,Planned,8587255,16.06,-5,5
20,0,5,66,End,Planned,0,17.0,0,0
20,10,0,58,Start,Executed,8589152,0.0,0,0
20,10,1,15,Pickup,Executed,8589152,8.01,5,0
20,10,2,13,Pickup,Executed,8591766,10.31,5,5
20,10,3,34,Dropoff,Executed,8587255,15.96,-5,10
20,10,4,32,Dropoff,Executed,8587255,16.0,-5,5
20,10,5,80,End,Planned,0,17.0,0,0
20,20,0,60,Start,Executed,8587255,0.0,0,0
20,20,1,82,End,Planned,0,314.0,0,0
20,30,0,54,Start,Executed,8587255,0.0,0,0
20,30,1,76,End,Planned,0,346.0,0,0
20,40,0,56,Start,Executed,8587255,0.0,0,0
20,40,1,78,End,Planned,0,380.0,0,0
20,50,0,58,Start,Executed,8587255,0.0,0,0
20,50,1,80,End,Planned,0,775.0,0,0
20,60,0,64,Start,Executed,8587255,0.0,0,0
20,60,1,7,Pickup,Executed,8587238,64.0,1,0
20,60,2,10,Pickup,Executed,8588351,70.0,4,1
20,60,3,32,Dropoff,Planned,8592375,75.09,-4,5
20,60,4,29,Dropoff,Planned,8592378,76.85,-1,1
20,60,5,86,End,Planned,0,77.0,0,0
21,0,0,45,Start,Executed,8587356,0.0,0,0
21,0,1,67,End,Planned,0,0.0,0,0
21,10,0,59,Start,Executed,8587356,0.0,0,0
21,10,1,81,End,Planned,0,0.0,0,0
21,20,0,61,Start,Executed,8587356,0.0,0,0
21,20,1,2,Pickup,Executed,8589152,28.41,8,0
21,20,2,1,Pickup,Planned,8589147,31.51,2,8
21,20,3,21,Dropoff,Planned,8588351,40.51,-2,10
21,20,4,22,Dropoff,Planned,8592378,45.13,-8,8
21,20,5,83,End,Planned,0,46.0,0,0
21,30,0,55,Start,Executed,8589152,0.0,0,0
21,30,1,9,Pickup,Executed,8589152,27.33,8,0
21,30,2,8,Pickup,Executed,8589147,30.0,2,8
21,30,3,25,Dropoff,Executed,8588351,38.97,-2,10
21,30,4,26,Dropoff,Planned,8592378,45.08,-8,8
21,30,5,77,End,Planned,0,46.0,0,0
21,40,0,57,Start,Executed,8588351,0.0,0,0
21,40,1,17,Pickup,Executed,8588351,30.71,8,0
21,40,2,35,Dropoff,Executed,8592378,35.31,-8,8
21,40,3,2,Pickup,Executed,8592377,48.7,2,0
21,40,4,20,Dropoff,Planned,8591767,60.22,-2,2
21,40,5,79,End,Planned,0,61.0,0,0
21,50,0,59,Start,Executed,8592377,0.0,0,0
21,50,1,8,Pickup,Executed,8592377,43.0,2,0
21,50,2,27,Dropoff,Executed,8591767,54.48,-2,2
21,50,3,1,Pickup,Executed,8591767,54.52,8,0
21,50,4,20,Dropoff,Planned,8589161,62.68,-8,8
21,50,5,81,End,Planned,0,63.0,0,0
21,60,0,65,Start,Executed,8591767,0.0,0,0
21,60,1,12,Pickup,Executed,8591767,50.0,8,0
21,60,2,34,Dropoff,Executed,8589161,58.12,-8,8
21,60,3,87,End,Planned,0,59.0,0,0
