time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,7,0,1879.5808999999833,8,360.0136489868164,0.9918353416702875,28294.0,9
10,14,9,0,2187.2992999998633,9,360.0383358001709,0.9889704709694822,38063.0,9
20,18,12,5,3269.412599999911,10,360.0270709991455,0.9931645305607132,21322.0,9
30,18,15,1,3972.7530999997307,10,360.0212459564209,0.9950038364727837,21288.0,9
40,24,20,1,4856.112899999953,9,360.04807591438293,0.9959421411925788,3725.0,9
50,25,20,7,4862.2971999996425,11,360.3247790336609,0.99541531999095,2502.0,9
