time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,10,0,2439.680499999844,7,120.03041315078735,0.9910041029835688,10791.0,9
10,17,14,0,3255.704699999963,6,121.27628803253174,0.9913452142850787,1579.0,9
20,21,18,7,4030.5189,6,120.37849712371826,0.9953397403922979,1.0,9
30,22,19,3,4263.149699999973,7,120.06524896621704,0.994436732035653,1.0,9
