time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,2,0,136.57150000000013,14,120.01123118400574,0.8831652015085817,1918.0,9
10,6,3,0,552.307971664977,13,120.01039409637451,0.8962417273765655,109142.0,9
20,11,4,1,1491.536199999975,17,120.02751588821411,0.8095989423521839,33042.0,9
30,10,5,1,3133.900098746006,17,120.01879096031189,0.5666325442528567,38002.0,9
40,16,13,0,3394.5575999999623,17,121.85764193534851,0.9294644466739873,1618.0,9
50,17,12,3,5347.732499999937,19,120.01360607147217,0.8028868081407667,1788.0,9
60,13,12,2,7636.36879999987,16,120.0157458782196,0.7639826597644667,2628.0,9
