bus_id,decision_interval,step_sequence,logical_node,location,arrival_time,passenger_load
0,0,0,8,8589271,0.0,0.0
0,0,1,1,8587238,12.88,3.0
0,0,2,5,8592377,21.49,0.0
0,10,0,14,8587238,12.88,0.0
0,10,1,4,8587238,12.88,3.0
0,10,2,11,8592377,21.49,0.0
0,10,3,2,8588344,28.0,1.0
0,10,4,9,8588858,37.02,0.0
0,20,0,14,8592377,21.49,0.0
0,20,1,1,8592377,21.49,3.0
0,20,2,8,8592377,21.49,0.0
0,20,3,6,8588344,28.0,1.0
0,20,4,13,8588858,38.36,0.0
0,30,0,14,8588858,38.36,0.0
0,30,1,3,8588858,38.36,1.0
0,30,2,10,8588858,38.36,0.0
0,30,3,2,8588858,49.0,1.0
0,30,4,0,8588344,57.47,2.0
0,30,5,9,8589141,69.85,1.0
0,30,6,7,8589158,74.06,0.0
0,40,0,16,8588344,57.47,0.0
0,40,1,4,8588344,57.47,1.0
0,40,2,12,8589158,69.35,0.0
0,40,3,6,8588858,83.66,1.0
0,40,4,14,8589141,98.15,0.0
0,50,0,18,8588344,57.47,0.0
0,50,1,6,8588344,57.47,1.0
0,50,2,15,8589158,69.35,0.0
0,50,3,8,8588858,83.66,1.0
0,50,4,17,8589141,98.15,0.0
0,60,0,22,8589158,69.35,0.0
0,60,1,6,8589158,69.35,1.0
0,60,2,17,8589158,69.35,0.0
0,60,3,10,8588858,84.16,1.0
0,60,4,21,8589141,99.08,0.0
0,70,0,18,8589158,70.0,0.0
0,70,1,8,8588858,84.77,1.0
0,70,2,17,8589141,99.69,0.0
0,70,3,2,8589147,102.77,4.0
0,70,4,11,8588351,111.83,0.0
0,80,0,18,8588858,84.77,0.0
0,80,1,8,8588858,84.77,1.0
0,80,2,0,8589152,99.52,2.0
0,80,3,17,8589141,100.19,1.0
0,80,4,6,8589147,103.25,5.0
0,80,5,15,8588351,116.21,1.0
0,80,6,9,8592378,122.1,0.0
0,90,0,20,8589152,99.52,0.0
0,90,1,6,8589152,99.52,1.0
0,90,2,16,8589141,100.15,0.0
0,90,3,8,8589152,100.76,1.0
0,90,4,9,8589147,103.27,5.0
0,90,5,1,8589161,112.09,6.0
0,90,6,19,8588351,115.33,2.0
0,90,7,11,8588351,115.36,1.0
0,90,8,18,8592378,121.25,0.0
0,100,0,28,8589141,100.15,0.0
0,100,1,9,8589141,100.15,1.0
0,100,2,23,8589141,100.15,0.0
0,100,3,12,8589152,100.72,1.0
0,100,4,13,8589147,103.22,5.0
0,100,5,10,8589161,111.99,6.0
0,100,6,27,8588351,116.45,2.0
0,100,7,24,8588351,116.49,1.0
0,100,8,26,8592378,122.55,0.0
0,110,0,32,8589161,111.99,0.0
0,110,1,12,8589161,111.99,1.0
0,110,2,13,8589161,111.99,5.0
0,110,3,14,8589161,111.99,6.0
0,110,4,29,8588351,115.36,2.0
0,110,5,30,8588351,115.39,1.0
0,110,6,28,8592378,121.45,0.0
0,110,7,0,8504622,136.11,2.0
0,110,8,16,8589147,137.0,0.0
0,110,9,1,8504622,140.21,1.0
0,110,10,17,8589141,142.75,0.0
0,120,0,32,8592378,121.45,0.0
0,120,1,11,8592378,121.45,1.0
0,120,2,27,8592378,121.45,0.0
0,120,3,12,8504622,136.16,2.0
0,120,4,28,8589147,137.06,0.0
0,120,5,13,8504622,137.93,1.0
0,120,6,29,8589141,141.6,0.0
0,120,7,3,8587356,155.64,1.0
0,120,8,19,8592378,171.03,0.0
0,130,0,28,8592378,130.0,0.0
0,130,1,10,8504622,144.18,2.0
0,130,2,24,8589147,145.09,0.0
0,130,3,11,8504622,145.95,1.0
0,130,4,25,8589141,148.41,0.0
0,130,5,9,8587356,151.3,1.0
0,130,6,23,8592378,166.53,0.0
0,140,0,26,8504622,144.18,0.0
0,140,1,11,8504622,144.18,2.0
0,140,2,24,8589147,145.09,0.0
0,140,3,12,8504622,145.95,1.0
0,140,4,25,8589141,148.41,0.0
0,140,5,10,8587356,155.4,1.0
0,140,6,23,8592378,170.32,0.0
0,150,0,20,8587356,151.3,0.0
0,150,1,9,8587356,151.3,1.0
0,150,2,19,8592378,166.11,0.0
0,150,3,2,8577820,174.05,2.0
0,150,4,0,8589138,182.26,3.0
0,150,5,12,8589271,185.27,1.0
0,150,6,10,8592378,202.49,0.0
0,160,0,18,8592378,166.11,0.0
0,160,1,3,8592378,166.11,1.0
0,160,2,12,8592378,166.11,0.0
0,160,3,5,8577820,174.05,2.0
0,160,4,4,8589138,182.16,3.0
0,160,5,14,8589271,185.17,1.0
0,160,6,13,8592378,202.18,0.0
0,170,0,14,8592378,170.0,0.0
0,170,1,6,8577820,177.75,2.0
0,170,2,5,8589138,185.51,3.0
0,170,3,13,8589271,188.54,1.0
0,170,4,12,8592378,205.0,0.0
0,180,0,14,8589138,185.51,0.0
0,180,1,4,8589138,185.51,2.0
0,180,2,6,8589138,185.51,3.0
0,180,3,11,8589271,188.41,1.0
0,180,4,13,8592378,204.5,0.0
0,190,0,24,8592378,204.5,0.0
0,190,1,8,8592378,204.5,1.0
0,190,2,20,8592378,204.5,0.0
0,190,3,5,8577786,207.77,1.0
0,190,4,2,8587238,212.2,5.0
0,190,5,17,8588351,216.91,4.0
0,190,6,1,8577785,223.0,5.0
0,190,7,14,8577786,225.39,1.0
0,190,8,13,8587255,234.6,0.0
0,200,0,26,8592378,204.5,0.0
0,200,1,10,8592378,204.5,1.0
0,200,2,23,8592378,204.5,0.0
0,200,3,9,8577786,207.72,1.0
0,200,4,8,8587238,212.1,5.0
0,200,5,22,8588351,216.11,4.0
0,200,6,7,8577785,222.18,5.0
0,200,7,21,8577786,224.56,1.0
0,200,8,20,8587255,233.3,0.0
0,210,0,34,8587238,212.1,0.0
0,210,1,9,8587238,212.1,1.0
0,210,2,16,8587238,212.1,5.0
0,210,3,26,8588351,215.92,4.0
0,210,4,15,8577785,221.79,5.0
