time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,5,1,0,55.25318563479296,4,46.19742798805237,0.0,26104.0,2
10,7,2,0,159.8942330683341,7,480.0108299255371,0.6361014028901254,546989.0,9
20,13,10,1,871.4095499999601,9,480.0197079181671,0.897364678413204,320021.0,9
30,17,16,0,2088.1116999999767,10,480.0187361240387,0.9888922575459722,171684.0,9
40,25,21,0,4291.088299999842,12,480.03277492523193,0.9962157546484464,18468.0,9
50,21,20,7,5730.352099999672,13,480.0334939956665,0.9542923328774049,82909.0,9
60,18,18,9,8810.646349999715,13,480.0190968513489,0.9030065872871665,135314.0,9
