bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.930000000000061,0.0
0,0,6,8587255,8.0,1.0
0,0,13,8588858,15.986666666666661,3.0
0,0,9,8588858,16.02333333333332,5.0
0,0,24,8588858,16.05999999999998,4.0
0,0,8,8587255,21.896666666666654,6.0
0,0,31,8589138,31.191666666666578,4.0
0,0,27,8589147,32.75833333332397,2.0
0,0,26,8589158,33.664999999981944,0.0
0,10,48,8587255,0.0,0.0
0,10,17,8587255,0.0,1.0
0,10,9,8587255,8.0,4.0
0,10,33,8577820,13.356666666665987,1.0
0,10,22,8588858,19.713333333332656,3.0
0,10,19,8588858,19.75,5.0
0,10,41,8588858,19.786666666665695,4.0
0,10,18,8587255,25.62333333333183,6.0
0,10,46,8589138,32.3399999999968,4.0
0,10,43,8589147,33.90666666666346,2.0
0,10,42,8589158,34.81333333333038,0.0
0,10,6,8591766,36.51999999999606,1.0
0,10,30,8589155,49.27666666666272,0.0
0,20,54,8588858,6.0,0.0
0,20,19,8588858,6.0,2.0
0,20,20,8588858,6.0,4.0
0,20,26,8587255,12.0,6.0
0,20,46,8589147,18.85666666666522,4.0
0,20,53,8589158,19.816666666666666,2.0
0,20,47,8589138,22.223333333331155,0.0
0,20,25,8591766,23.339999999997815,1.0
0,20,11,8588858,35.89666666666449,6.0
0,20,52,8589155,37.01333333333116,5.0
0,20,38,8589155,37.05,0.0
0,20,0,8589161,40.36666666666667,1.0
0,20,27,8588351,43.083333333333336,0.0
0,20,7,8591767,50.2,2.0
0,20,9,8504622,50.766666666666666,4.0
0,20,34,8589152,52.436666666664536,2.0
0,20,36,8589141,53.2233333333312,0.0
1,0,37,8577820,0.0,4.0
1,0,12,8589155,6.729999999999915,8.0
1,0,30,8592374,8.066666666666666,4.0
1,0,11,8589161,10.303333333333239,5.0
1,0,29,8592374,12.690000000000008,4.0
1,0,14,8589161,14.926666666664829,5.0
1,0,32,8577820,19.0633333333316,4.0
1,0,10,8587255,24.279999999998267,5.0
1,0,28,8589141,34.45,4.0
1,10,49,8592374,0.0,0.0
1,10,21,8589161,2.2,1.0
1,10,45,8592374,4.586666666666133,0.0
1,10,23,8589161,6.8233333333325135,1.0
1,10,47,8577820,13.006666666666689,0.0
1,10,20,8587255,18.223333333333358,1.0
1,10,0,8589152,25.860000000000014,2.0
1,10,4,8589152,25.896666666666675,5.0
1,10,44,8589141,26.683333333333334,4.0
1,10,3,8589147,30.0,5.0
1,10,27,8588351,38.71666666666667,4.0
1,10,28,8592378,45.03499999999997,1.0
1,10,24,8592377,46.04166666666663,0.0
1,20,55,8587255,18.189999999998534,2.0
1,20,21,8587255,18.189999999998534,3.0
1,20,22,8589152,25.889999999998537,4.0
1,20,24,8589152,25.9266666666652,7.0
1,20,48,8589141,26.71333333333186,6.0
1,20,23,8589147,30.0,7.0
1,20,50,8588351,39.00666666666518,6.0
1,20,51,8592378,43.62333333333186,3.0
1,20,49,8592377,44.62999999999852,2.0
1,20,1,8577785,46.61666666666667,3.0
1,20,28,8588858,53.53333333333333,2.0
1,20,3,8589154,54.46999999999771,6.0
1,20,30,8592375,64.45666666666436,2.0
