bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,12,8589155,8.720000000000056,4.0
0,0,30,8592374,10.05666666666653,0.0
0,0,14,8589161,12.293333333333209,1.0
0,0,32,8577820,16.42999999999998,0.0
0,0,8,8587255,21.646666666666647,2.0
0,0,10,8587255,22.0,3.0
0,0,26,8589158,29.636666666666656,1.0
0,0,28,8589141,33.54333333333332,0.0
0,10,48,8589155,0.0,0.0
0,10,16,8589155,0.0,4.0
0,10,40,8592374,3.3,0.0
0,10,23,8589161,5.536666666666548,1.0
0,10,47,8577820,9.673333333333204,0.0
0,10,20,8587255,14.889999999999475,2.0
0,10,22,8587255,14.926666666666137,3.0
0,10,44,8589158,22.563333333332793,1.0
0,10,46,8589141,26.46999999999946,0.0
0,10,3,8589147,29.78666666666612,1.0
0,10,27,8588351,38.71666666666667,0.0
0,10,4,8589152,47.10333333333341,3.0
0,10,28,8592378,60.369999999999145,0.0
0,20,52,8587255,0.0,0.0
0,20,20,8587255,0.0,2.0
0,20,21,8587255,10.0,3.0
0,20,46,8589158,17.779999999999973,1.0
0,20,47,8589141,21.666666666666668,0.0
0,20,14,8589152,24.409999999999513,1.0
0,20,23,8589152,24.446666666666175,4.0
0,20,22,8589147,30.0,5.0
0,20,48,8588351,39.00666666666666,4.0
0,20,49,8592378,43.623333333333335,1.0
0,20,10,8592377,44.629999999999995,2.0
0,20,40,8592377,44.666666666666664,1.0
0,20,1,8577785,46.65333333333284,2.0
0,20,27,8588858,53.56999999999921,1.0
0,20,11,8588858,53.606666666664935,6.0
0,20,37,8589155,54.72333333332914,1.0
0,20,36,8589154,56.88999999999456,0.0
0,20,2,8577741,58.20666666666122,4.0
0,20,28,8592377,66.7733333333329,0.0
1,0,37,8577820,0.0,0.0
1,0,11,8589161,4.15,1.0
1,0,29,8592374,6.536666666665475,0.0
1,0,6,8587255,10.143333333332144,1.0
1,0,2,8587255,10.179999999997747,4.0
1,0,20,8577820,15.536666666664317,1.0
1,0,24,8588858,21.893333333330986,0.0
1,0,3,8589154,22.859999999997655,3.0
1,0,9,8588858,23.796666666662667,5.0
1,0,21,8587238,32.713333333329324,2.0
1,0,27,8589147,42.079999999996,0.0
1,10,49,8592374,0.0,4.0
1,10,17,8587255,7.963333333333338,7.0
1,10,19,8587255,8.0,8.0
1,10,41,8577820,13.356666666666655,5.0
1,10,43,8588858,19.713333333333324,4.0
1,10,18,8589154,20.679999999999993,7.0
1,10,42,8587238,30.446666666666644,4.0
1,10,21,8588858,38.733333333333334,6.0
1,10,45,8589147,51.14000000000006,4.0
1,20,53,8588858,0.0,0.0
1,20,24,8589154,0.9,3.0
1,20,50,8587238,18.286666666666633,0.0
1,20,25,8588858,26.593333333333412,2.0
1,20,51,8589147,39.230000000000075,0.0
1,20,7,8591767,39.896666666666704,2.0
1,20,33,8589152,42.23666666666668,0.0
1,20,18,8591766,44.59333333333329,1.0
1,20,8,8504622,44.90999999999997,3.0
1,20,34,8589147,45.876666666666665,1.0
1,20,6,8589158,46.78333333333333,2.0
1,20,44,8589155,61.65,1.0
1,20,32,8589155,61.68666666666667,0.0
