departure_time,origin_station_id,origin_name,origin_lat,origin_lon,dest_station_id,dest_name,dest_lat,dest_lon,distance_meters,duration_seconds,duration_minutes,duration_in_traffic_seconds,duration_in_traffic_minutes,status
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,270,35,0.58,42,0.7,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,659,86,1.43,97,1.62,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8591766,"Fribourg, Boschung",46.811451,7.171016,1013,138,2.3,153,2.55,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3788,445,7.42,474,7.9,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589161,"Fribourg, St-Pierre",46.803911,7.155266,4335,561,9.35,584,9.73,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4719,695,11.58,695,11.58,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,9363,808,13.47,812,13.53,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,8377,699,11.65,706,11.77,OK
2026-02-12 19:00:00,8589141,"Fribourg, Chaley",46.806281,7.175601,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,8261,722,12.03,707,11.78,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589141,"Fribourg, Chaley",46.806281,7.175601,283,40,0.67,36,0.6,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,389,51,0.85,53,0.88,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8591766,"Fribourg, Boschung",46.811451,7.171016,743,103,1.72,106,1.77,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3518,410,6.83,432,7.2,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589161,"Fribourg, St-Pierre",46.803911,7.155266,4065,526,8.77,541,9.02,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4449,660,11.0,655,10.92,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589130,"Villars-sur-Glâne, Méridienne",46.794173,7.111828,9093,773,12.88,773,12.88,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8589131,"Villars-sur-Glâne, Moncor",46.79857,7.120788,8108,664,11.07,666,11.1,OK
2026-02-12 19:00:00,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,8588344,"Villars-sur-Glâne, Belle-Croix",46.800233,7.125455,7992,687,11.45,675,11.25,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589141,"Fribourg, Chaley",46.806281,7.175601,672,93,1.55,87,1.45,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589152,"Fribourg, Mon-Repos",46.806711,7.172136,389,52,0.87,50,0.83,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8591766,"Fribourg, Boschung",46.811451,7.171016,354,52,0.87,52,0.87,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8587255,"Fribourg, Tilleul/Cathédrale",46.80609,7.161261,3129,359,5.98,380,6.33,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8589161,"Fribourg, St-Pierre",46.803911,7.155266,3676,475,7.92,486,8.1,OK
2026-02-12 19:00:00,8589138,"Fribourg, Cité-Jardins",46.809385,7.170446,8592374,"Fribourg/Freiburg, Pl. Gare",46.802898,7.15141,4060,609,10.15,598,9.97,OK
