time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,10,0,2466.388999999712,7,60.021340131759644,0.9934774026803148,801.0,9
10,17,13,0,3018.0078999999464,9,60.019540786743164,0.9934779052986135,288.0,9
20,18,17,9,5103.58899999991,7,60.03598499298096,0.996070829336538,310.0,9
30,23,19,1,4173.535499999996,8,60.051841020584106,0.9946710289154128,162.0,9
40,26,21,3,4929.208999999833,7,60.04363298416138,0.9965527031821758,85.0,9
50,26,21,7,4792.450599999993,8,60.04785490036011,0.9958630330356502,71.0,9
