bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,1.0
0,0,12,8589155,8.720000000000027,5.0
0,0,30,8592374,10.056666666666644,1.0
0,0,11,8589161,12.293333333333266,2.0
0,0,29,8592374,14.680000000000035,1.0
0,0,14,8589161,16.916666666666668,2.0
0,0,32,8577820,21.053333333333455,1.0
0,0,10,8587255,26.270000000000124,2.0
0,0,8,8587255,26.306666666666786,4.0
0,0,26,8589158,33.943333333333555,2.0
0,0,28,8589141,37.85,1.0
1,0,37,8577820,0.0,3.0
1,0,5,8589152,8.38000000000011,5.0
1,0,16,8589138,9.63666666666677,7.0
1,0,4,8589138,9.67333333333309,8.0
1,0,22,8587356,12.40999999999977,7.0
1,0,23,8587255,19.016666666666666,5.0
1,0,6,8587255,19.053333333332432,6.0
1,0,24,8588858,27.03999999999911,5.0
1,0,7,8577741,29.276666666665534,6.0
1,0,34,8577741,29.313333333332082,4.0
1,0,3,8589154,30.8,7.0
1,0,25,8587255,37.46666666666667,6.0
1,0,21,8587238,44.983333333333334,3.0
