time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,5,0,0,21.4119966149392,5,60.98241901397705,0.19275164708640333,113540.0,2
10,6,0,0,43.69374849849919,7,120.01227498054504,0.4820965825936911,120889.0,9
20,7,0,0,97.90589310583528,12,120.01033020019531,0.5288225851660858,68975.0,9
30,6,0,0,136.1921139721744,16,120.00987887382507,0.5969480457908993,59683.0,9
