bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,2,8587255,7.069999999997208,3.0
0,0,6,8587255,7.106666666662022,4.0
0,0,20,8577820,13.35666666666566,1.0
0,0,13,8588858,19.71333333333041,3.0
0,0,24,8588858,19.75,2.0
0,0,10,8587255,25.586666666659795,3.0
0,0,31,8589138,32.733333333333334,1.0
0,0,28,8589141,34.45,0.0
0,10,48,8587255,0.0,2.0
0,10,16,8587255,0.0,5.0
0,10,17,8587255,5.339999999999975,6.0
0,10,40,8577820,13.319999999999993,3.0
0,10,23,8588858,19.676666666666662,5.0
0,10,41,8588858,19.713333333333324,4.0
0,10,21,8587255,25.55,5.0
0,10,6,8591766,31.356666666666655,6.0
0,10,47,8589138,32.24333333333331,4.0
0,10,45,8589141,33.95999999999998,3.0
0,10,30,8589155,49.476666666666645,2.0
0,20,52,8588858,5.0,0.0
0,20,18,8588858,5.0,2.0
0,20,25,8587255,11.0,3.0
0,20,44,8589138,17.78666666666666,1.0
0,20,51,8589141,19.50333333333333,0.0
0,20,24,8591766,23.51333333333335,1.0
0,20,0,8589161,31.0,2.0
0,20,26,8588351,33.71666666666667,1.0
0,20,11,8588858,38.52333333333314,6.0
0,20,50,8589155,39.6399999999994,5.0
0,20,37,8589155,39.67666666666564,0.0
0,20,2,8577741,42.74333333333166,4.0
0,20,13,8588858,45.0,5.0
0,20,28,8592377,52.4366666666636,1.0
0,20,10,8592377,52.473333333329464,2.0
0,20,39,8592375,56.18999999999552,1.0
0,20,36,8589154,63.796666666661714,0.0
0,30,56,8591766,23.55,0.0
0,30,15,8591766,23.55,1.0
0,30,17,8589161,31.0,2.0
0,30,45,8588351,33.71666666666667,1.0
0,30,23,8588858,38.52333333333337,6.0
0,30,51,8589155,39.63999999999993,1.0
0,30,43,8589155,39.67666666666611,0.0
0,30,24,8588858,40.81333333333278,1.0
0,30,18,8577741,42.95,5.0
0,30,52,8592375,52.80666666666599,4.0
0,30,22,8592377,55.56333333333265,5.0
0,30,46,8592377,55.6,1.0
0,30,4,8577741,65.28666666666598,3.0
0,30,50,8589154,66.77333333333263,2.0
0,30,32,8592378,76.33999999999929,0.0
0,40,64,8589155,3.9700000000000273,0.0
0,40,23,8577741,7.0,4.0
0,40,55,8592377,48.016666666666666,0.0
0,40,27,8592377,48.05333333333317,1.0
0,40,59,8589154,58.36999999999978,0.0
0,40,22,8577741,59.70666666666614,2.0
0,40,28,8588858,61.99333333333249,3.0
0,40,60,8592375,70.65999999999923,2.0
0,40,54,8592378,75.49333333333277,0.0
0,50,72,8592377,8.383333333333333,0.0
0,50,28,8592377,8.383333333333333,1.0
0,50,64,8589154,48.66333333333333,0.0
0,50,30,8577741,50.0,2.0
0,50,34,8588858,52.28666666666609,3.0
0,50,70,8592375,60.953333333332836,2.0
0,50,66,8592378,62.719999999999544,0.0
0,50,17,8577785,64.5066666666672,2.0
0,50,53,8577786,66.9233333333327,0.0
0,50,4,8577786,66.96000000000214,1.0
0,50,40,8588351,72.96666666666667,0.0
0,50,9,8588351,73.00333333333357,1.0
0,50,45,8592375,76.90999999999869,0.0
0,50,11,8577820,81.8966666666667,1.0
0,50,47,8589131,88.40333333333338,0.0
0,60,72,8588858,20.0,0.0
0,60,27,8588858,20.0,2.0
0,60,28,8588858,50.0,3.0
0,60,64,8592375,59.52999999999997,2.0
0,60,63,8592378,61.73000000000002,0.0
0,60,34,8577785,63.516666666666666,2.0
0,60,70,8577786,66.4533333333334,0.0
0,60,29,8577786,66.49000000000007,1.0
0,60,65,8588351,72.75666666666672,0.0
0,60,32,8577820,74.36333333333339,1.0
0,60,68,8589131,81.07000000000009,0.0
0,60,30,8588351,90.10666666666675,1.0
0,60,66,8592375,95.19333333333334,0.0
1,0,37,8577820,0.0,1.0
1,0,14,8589161,4.15,2.0
1,0,32,8577820,8.286666666660864,1.0
1,0,7,8577741,15.893333333327064,2.0
1,0,9,8588858,18.179999999993356,4.0
1,0,12,8589155,19.316666666666666,8.0
1,0,30,8592374,20.6533333333266,4.0
1,0,8,8587255,24.259999999993255,6.0
1,0,25,8587255,24.296666666659917,5.0
1,0,27,8589147,31.033333333333335,3.0
1,0,26,8589158,31.93999999999309,1.0
1,10,49,8577820,0.4300000000001205,1.0
1,10,18,8577741,8.0,2.0
1,10,20,8588858,10.28666498136855,4.0
1,10,22,8589155,11.423331648035205,8.0
1,10,46,8592374,12.759998314701793,4.0
1,10,42,8587255,16.366664981368462,3.0
1,10,19,8587255,16.403333417294462,5.0
1,10,44,8589147,28.69000000000035,3.0
1,10,43,8589158,29.59666666666662,1.0
1,10,3,8589147,30.46333333333334,2.0
1,10,0,8589152,33.0,3.0
1,10,4,8589152,33.03666666666666,6.0
1,10,27,8588351,43.51999999999995,5.0
1,10,28,8592378,49.3866666666668,2.0
1,10,24,8592377,50.39333333333346,1.0
1,20,53,8587255,10.0,0.0
1,20,19,8587255,10.0,2.0
1,20,20,8587255,10.053333333333459,4.0
1,20,46,8589147,16.873333333333395,2.0
1,20,45,8589158,17.78000000000006,0.0
1,20,14,8587238,28.13666666666673,2.0
1,20,9,8504622,37.143333333333345,4.0
1,20,35,8589141,39.55999999999983,2.0
