Experiment_Name,Total_Requests,Service_Rate_%,Abandoned_Pax,Avg_Wait_Mins,Total_Solver_Rejections,Avg_Solve_Time_Secs,Final_Obj_Cost,Overall_Feasible,Param_init_reqs_num_poisson_lambda,Param_reqs_num_poisson_lambda,Param_reqs_pax_size_poisson_lambda,Param_poisson_clip_lb,Param_poisson_clip_ub,Param_n1,Param_n2,Param_n3,Param_cap1,Param_cap2,Param_cap3,Param_cost1,Param_cost2,Param_cost3,Param_t_start,Param_t_end,Param_interval,Param_w_max,Param_a_max,Param_pax_max_wait,Param_board_alight_time,Param_max_late,Param_c_0,Param_M,Param_M_cap,Param_M_time_window,Param_max_opt_time_seconds,Param_start_node_limit,Param_seed,Param_mip_focus_feasibility,Param_presolve_aggressive,Param_mip_gap,Param_no_rel_heur_time,Param_heuristics,Param_symmetry,Param_method,Param_cuts,Param_varbranch,Param_b_1,Param_b_2,Param_b_3
Optimal_Gurobi_Params,115,52.17,44,11.06,141,308.72,144.73,Yes,3,3,2,1,8,1,1,0,6,8,12,0.87,0.94,0.99,0,360,10,30,1.5,13,0.03666666666666667,60,19.8,4000,100,1600,480,1000,42,1,-1,0.05,30,0.5,2,3,-1,-1,1.0,1.0,14.85
