bus_id,decision_interval,step_sequence,logical_node,location,arrival_time,passenger_load
0,0,0,36,8587238,0.0,0
0,0,1,11,8589161,6.08,1
0,0,2,29,8592374,8.47,0
0,0,3,7,8577741,16.15,1
0,0,4,12,8589155,19.39,5
0,0,5,30,8592374,20.73,1
0,0,6,8,8587255,24.33,3
0,0,7,10,8587255,24.37,4
0,0,8,25,8587255,24.41,3
0,0,9,26,8589158,32.04,1
0,0,10,28,8589141,35.95,0
0,10,0,48,8592374,0.0,0
0,10,1,23,8589155,7.0,4
0,10,2,47,8592374,8.34,0
0,10,3,20,8577741,16.02,1
0,10,4,22,8587255,23.79,2
0,10,5,21,8587255,23.83,4
0,10,6,44,8587255,23.86,3
0,10,7,45,8589158,31.5,1
0,10,8,0,8589152,34.74,2
0,10,9,4,8589152,34.77,5
0,10,10,46,8589141,35.56,4
0,10,11,3,8589147,38.88,5
0,10,12,27,8588351,47.59,4
0,10,13,28,8592378,52.26,1
0,10,14,24,8592377,53.27,0
0,20,0,54,8577741,8.0,0
0,20,1,17,8577741,8.0,1
0,20,2,25,8587255,16.27,3
0,20,3,26,8587255,16.31,4
0,20,4,44,8587255,16.34,3
0,20,5,52,8589158,24.16,1
0,20,6,53,8589141,28.05,0
0,20,7,20,8589152,28.78,1
0,20,8,23,8589152,31.14,4
0,20,9,8,8504622,33.0,6
0,20,10,35,8589147,33.97,4
0,20,11,22,8589147,34.0,5
0,20,12,49,8588351,43.01,4
0,20,13,50,8592378,47.63,1
0,20,14,10,8592377,48.63,2
0,20,15,47,8592377,48.67,1
0,20,16,1,8577785,50.66,2
0,20,17,28,8588858,57.57,1
0,20,18,37,8589154,59.09,0
0,30,0,58,8589152,0.0,0
0,30,1,17,8589152,0.0,1
0,30,2,28,8589152,31.14,4
0,30,3,23,8504622,33.0,6
0,30,4,52,8589147,33.97,4
0,30,5,27,8589147,34.0,5
0,30,6,56,8588351,43.01,4
0,30,7,57,8592378,47.63,1
0,30,8,46,8592377,48.63,0
0,30,9,25,8592377,48.67,1
0,30,10,20,8577785,50.66,2
0,30,11,49,8588858,57.57,1
0,30,12,54,8589154,59.13,0
0,30,13,4,8577741,60.44,2
0,30,14,33,8592378,69.36,0
1,0,0,37,8577786,0.0,0
1,0,1,16,8589138,8.93,2
1,0,2,4,8589138,8.97,3
1,0,3,5,8589152,9.92,5
1,0,4,22,8587356,12.33,4
1,0,5,23,8587255,18.94,2
1,0,6,6,8587255,18.97,3
1,0,7,24,8588858,26.96,2
1,0,8,3,8589154,27.93,5
1,0,9,34,8577741,29.29,3
1,0,10,21,8587238,39.1,0
1,10,0,49,8589152,0.0,0
1,10,1,15,8589152,0.0,1
1,10,2,16,8589152,6.0,3
1,10,3,17,8589152,6.0,5
1,10,4,39,8587356,8.37,4
1,10,5,40,8587255,14.98,2
1,10,6,19,8587255,15.01,3
1,10,7,43,8588858,23.0,2
1,10,8,18,8589154,23.97,5
1,10,9,41,8577741,25.33,3
1,10,10,42,8587238,35.14,0
1,10,11,1,8587238,35.18,2
1,10,12,25,8589141,46.09,0
1,20,0,55,8587255,0.0,0
1,20,1,18,8587255,0.0,2
1,20,2,19,8587255,8.93,3
1,20,3,46,8588858,20.06,2
1,20,4,24,8589154,21.0,5
1,20,5,45,8577741,23.51,3
1,20,6,0,8589161,30.27,4
1,20,7,27,8588351,33.72,3
1,20,8,51,8587238,37.6,0
1,20,9,21,8587238,37.64,2
1,20,10,7,8591767,46.75,4
1,20,11,9,8504622,47.31,6
1,20,12,34,8589152,48.98,4
1,20,13,36,8589141,49.77,2
1,20,14,48,8589141,49.81,0
1,20,15,6,8589158,54.01,1
1,20,16,33,8589155,75.24,0
1,30,0,59,8577741,0.0,2
1,30,1,18,8577741,0.0,5
1,30,2,47,8587238,17.98,2
1,30,3,12,8592375,24.8,6
1,30,4,19,8589161,36.39,7
1,30,5,41,8589161,36.42,3
1,30,6,48,8588351,39.14,2
1,30,7,26,8587238,43.03,4
1,30,8,22,8591767,52.13,6
1,30,9,24,8504622,52.7,8
1,30,10,51,8589152,54.37,6
1,30,11,53,8589141,55.16,4
1,30,12,55,8589141,55.19,2
1,30,13,21,8589158,59.4,3
1,30,14,6,8577820,67.46,4
1,30,15,35,8588858,73.82,3
1,30,16,50,8589155,75.24,2
