time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,8,0,2132.636699999821,9,240.02930188179016,0.992710001875209,9785.0,9
10,15,11,0,2582.11779999976,10,240.0215630531311,0.9904276988180547,4644.0,9
20,17,10,8,2425.839499999991,12,240.02162718772888,0.9924061007552253,5837.0,9
30,17,14,0,3601.683099999972,11,240.03958296775818,0.9931415854848054,11333.0,9
