bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,12,8589155,8.719999999999843,4.0
0,0,30,8592374,10.056666666666501,0.0
0,0,11,8589161,12.293333333333157,1.0
0,0,29,8592374,14.679999999999927,0.0
0,0,14,8589161,16.916666666666668,1.0
0,0,32,8577820,21.05333333333337,0.0
0,0,8,8587255,26.27000000000005,2.0
0,0,10,8587255,26.30666666666671,3.0
0,0,26,8589158,33.943333333333364,1.0
0,0,28,8589141,37.85,0.0
0,10,50,8589155,0.0,1.0
0,10,14,8589155,0.0,5.0
0,10,39,8592374,3.3,1.0
0,10,23,8589161,5.536666666666434,2.0
0,10,48,8592374,7.923333333333204,1.0
0,10,24,8589161,10.159999999998092,2.0
0,10,49,8577820,14.296666666664862,1.0
0,10,20,8587255,19.51333333333153,3.0
0,10,22,8587255,19.55,4.0
0,10,45,8589158,27.186666666664834,2.0
0,10,47,8589141,31.093333333331497,1.0
0,10,4,8589152,31.82999999999816,4.0
0,10,0,8589152,31.866666666666667,5.0
0,10,3,8589147,34.553333333331494,6.0
0,10,28,8588351,43.26999999999819,5.0
0,10,29,8592378,47.93666666666485,2.0
0,10,25,8592377,48.94333333333151,1.0
0,20,58,8587255,0.0,2.0
0,20,18,8587255,0.0,4.0
0,20,19,8587255,10.0,5.0
0,20,47,8589158,20.37666666666378,3.0
0,20,48,8589141,24.26333333333045,2.0
0,20,24,8589152,25.0,5.0
0,20,22,8589152,25.036666666663777,6.0
0,20,51,8592377,38.55333333333043,5.0
0,20,53,8592378,40.53999999999711,2.0
0,20,12,8592375,42.30666666666377,6.0
0,20,41,8589161,48.69333333333054,2.0
0,20,23,8589147,57.07999999999721,3.0
0,20,52,8588351,66.08666666666387,2.0
0,30,62,8589152,0.0,1.0
0,30,21,8589152,0.0,2.0
0,30,22,8589152,26.379999999999857,5.0
0,30,29,8589147,29.05,6.0
0,30,60,8588351,39.00666666666666,5.0
0,30,52,8592377,44.523333333333284,4.0
0,30,53,8592378,46.50999999999996,1.0
0,30,28,8592375,48.27666666666613,5.0
0,30,59,8589161,54.66333333333279,1.0
0,30,6,8577820,58.919999999999824,2.0
0,30,37,8588858,65.28666666666624,1.0
