bus_id,decision_interval,step_sequence,logical_node,location,arrival_time,passenger_load
0,0,0,10,8592374.0,0.0,0.0
0,0,1,4,8587255.0,5.96,2.0
0,0,2,3,8587255.0,6.0,3.0
0,0,3,9,8591767.0,12.19,1.0
0,0,4,8,8587356.0,14.45,0.0
0,10,0,32,8591767.0,12.19,0.0
0,10,1,11,8591767.0,12.19,1.0
0,10,2,12,8591767.0,12.19,3.0
0,10,3,28,8591767.0,12.19,1.0
0,10,4,27,8587356.0,14.45,0.0
0,10,5,7,8587255.0,26.0,1.0
0,10,6,1,8587255.0,26.04,3.0
0,10,7,23,8591767.0,35.26,2.0
0,10,8,17,8589147.0,36.12,0.0
0,20,0,40,8587255.0,21.06,0.0
0,20,1,13,8587255.0,25.96,2.0
0,20,2,18,8587255.0,26.0,3.0
0,20,3,38,8591767.0,32.27,2.0
0,20,4,33,8589147.0,32.95,0.0
0,20,5,4,8587255.0,39.51,3.0
0,20,6,6,8587255.0,39.55,4.0
0,20,7,26,8577741.0,49.3,3.0
0,20,8,24,8589155.0,52.47,0.0
0,20,9,1,8592374.0,53.79,2.0
0,20,10,21,8592375.0,60.19,0.0
0,30,0,62,8591767.0,32.27,0.0
0,30,1,19,8591767.0,32.27,2.0
0,30,2,20,8591767.0,32.27,3.0
0,30,3,51,8591767.0,32.27,2.0
0,30,4,50,8589147.0,32.95,0.0
0,30,5,25,8587255.0,39.51,3.0
0,30,6,26,8587255.0,39.55,4.0
0,30,7,57,8577741.0,49.3,3.0
0,30,8,56,8589155.0,52.47,0.0
0,30,9,23,8592374.0,53.79,2.0
0,30,10,1,8589161.0,56.02,3.0
0,30,11,54,8592375.0,62.21,1.0
0,30,12,32,8589131.0,68.83,0.0
0,40,0,66,8577741.0,49.3,0.0
0,40,1,21,8577741.0,49.3,3.0
0,40,2,22,8577741.0,49.3,4.0
0,40,3,55,8577741.0,49.3,3.0
0,40,4,54,8589155.0,52.59,0.0
0,40,5,30,8592374.0,54.15,2.0
0,40,6,27,8589161.0,57.04,3.0
0,40,7,63,8592375.0,63.4,1.0
0,40,8,60,8589131.0,71.96,0.0
0,50,0,74,8577741.0,50.0,0.0
0,50,1,26,8577741.0,50.0,3.0
0,50,2,63,8589155.0,53.25,0.0
0,50,3,36,8592374.0,54.69,2.0
0,50,4,33,8589161.0,56.9,3.0
0,50,5,73,8592375.0,63.26,1.0
0,50,6,70,8589131.0,70.08,0.0
0,60,0,72,8592375.0,63.26,0.0
0,60,1,30,8592375.0,63.26,1.0
0,60,2,31,8592375.0,63.26,3.0
0,60,3,67,8592375.0,63.26,1.0
0,60,4,66,8589131.0,70.62,0.0
0,60,5,7,8589155.0,81.13,2.0
0,60,6,18,8592374.0,82.65,3.0
0,60,7,54,8589161.0,84.94,2.0
0,60,8,4,8589161.0,84.97,3.0
0,60,9,43,8587255.0,86.84,1.0
0,60,10,1,8588351.0,91.53,2.0
0,60,11,37,8577786.0,98.59,1.0
0,60,12,40,8589131.0,101.16,0.0
1,0,0,11,8588351.0,0.0,0.0
1,0,1,2,8587255.0,12.83,3.0
1,0,2,1,8589161.0,15.0,6.0
1,0,3,6,8588858.0,21.17,3.0
1,0,4,7,8589155.0,22.3,0.0
1,10,0,33,8587255.0,12.83,0.0
1,10,1,15,8587255.0,12.83,3.0
1,10,2,14,8589161.0,15.0,6.0
1,10,3,30,8588858.0,21.17,3.0
1,10,4,31,8589155.0,22.3,0.0
1,10,5,3,8589155.0,24.0,1.0
1,10,6,0,8589161.0,29.0,2.0
1,10,7,2,8588351.0,31.69,4.0
1,10,8,19,8587356.0,39.09,3.0
1,10,9,18,8589138.0,41.81,1.0
1,10,10,16,8589271.0,44.72,0.0
1,20,0,41,8588858.0,21.17,0.0
1,20,1,9,8588858.0,21.17,3.0
1,20,2,10,8588858.0,21.17,6.0
1,20,3,29,8588858.0,21.17,3.0
1,20,4,30,8589155.0,22.62,0.0
1,20,5,15,8589155.0,25.68,1.0
1,20,6,12,8589161.0,29.0,2.0
1,20,7,14,8588351.0,31.72,4.0
1,20,8,35,8587356.0,39.35,3.0
1,20,9,34,8589138.0,41.97,1.0
1,20,10,32,8589271.0,44.88,0.0
1,30,0,63,8588351.0,31.72,0.0
1,30,1,21,8588351.0,31.72,1.0
1,30,2,22,8588351.0,31.72,2.0
1,30,3,27,8588351.0,31.72,4.0
1,30,4,53,8587356.0,39.35,3.0
1,30,5,58,8589138.0,41.97,1.0
1,30,6,52,8589271.0,44.88,0.0
1,30,7,5,8589161.0,56.56,1.0
1,30,8,3,8587255.0,62.88,5.0
1,30,9,34,8589152.0,70.62,1.0
1,30,10,36,8589141.0,71.4,0.0
1,40,0,67,8589138.0,41.97,0.0
1,40,1,23,8589138.0,41.97,1.0
1,40,2,24,8589138.0,41.97,3.0
1,40,3,57,8589138.0,41.97,1.0
1,40,4,56,8589271.0,44.84,0.0
1,40,5,5,8587255.0,54.77,3.0
1,40,6,38,8589161.0,56.98,0.0
1,40,7,29,8589161.0,57.02,1.0
1,40,8,28,8587255.0,58.87,5.0
1,40,9,61,8589152.0,66.66,1.0
1,40,10,62,8589141.0,72.13,0.0
1,50,0,75,8587255.0,54.77,0.0
1,50,1,32,8587255.0,54.77,3.0
1,50,2,69,8589161.0,56.98,0.0
1,50,3,35,8589161.0,57.02,1.0
1,50,4,34,8587255.0,63.0,5.0
1,50,5,71,8589152.0,70.79,1.0
1,50,6,72,8589141.0,74.08,0.0
1,60,0,73,8587255.0,63.0,0.0
1,60,1,32,8587255.0,63.0,1.0
1,60,2,35,8587255.0,63.0,5.0
1,60,3,71,8589152.0,70.84,1.0
1,60,4,68,8589141.0,71.5,0.0
1,60,5,5,8588351.0,82.17,4.0
1,60,6,0,8588351.0,82.21,5.0
1,60,7,36,8589161.0,85.19,4.0
1,60,8,41,8589161.0,85.23,0.0
1,60,9,9,8589161.0,85.27,1.0
1,60,10,6,8587255.0,87.13,6.0
1,60,11,45,8591766.0,96.85,5.0
1,60,12,42,8589152.0,98.87,0.0
2,0,0,12,8592374.0,0.0,0.0
2,0,1,0,8587255.0,4.0,1.0
2,0,2,5,8587238.0,11.52,0.0
2,10,0,34,8587238.0,11.52,0.0
2,10,1,13,8587238.0,11.52,1.0
2,10,2,29,8587238.0,11.52,0.0
2,10,3,9,8588351.0,20.0,2.0
2,10,4,25,8592377.0,25.56,0.0
2,10,5,6,8589161.0,33.22,2.0
2,10,6,4,8587255.0,34.89,3.0
2,10,7,8,8587255.0,34.93,6.0
2,10,8,20,8589161.0,37.09,5.0
2,10,9,22,8588344.0,46.76,3.0
2,10,10,24,8589131.0,49.32,0.0
2,20,0,42,8592377.0,25.56,0.0
2,20,1,11,8592377.0,25.56,2.0
2,20,2,31,8592377.0,25.56,0.0
2,20,3,16,8587255.0,35.29,1.0
2,20,4,19,8587255.0,35.33,4.0
2,20,5,17,8589161.0,37.49,6.0
2,20,6,36,8589161.0,37.52,5.0
2,20,7,3,8588351.0,40.24,6.0
2,20,8,37,8588344.0,48.3,4.0
2,20,9,23,8588344.0,48.33,3.0
2,20,10,39,8589131.0,50.89,0.0
2,30,0,64,8592377.0,30.0,0.0
2,30,1,30,8587255.0,39.7,3.0
2,30,2,28,8587255.0,39.74,4.0
2,30,3,59,8589161.0,41.89,3.0
2,30,4,29,8589161.0,41.93,5.0
2,30,5,24,8588351.0,44.65,6.0
2,30,6,60,8588344.0,52.7,4.0
2,30,7,55,8588344.0,52.74,3.0
2,30,8,61,8589131.0,55.3,0.0
2,40,0,68,8589161.0,41.89,0.0
2,40,1,25,8589161.0,41.89,1.0
2,40,2,26,8589161.0,41.89,4.0
2,40,3,58,8589161.0,41.89,3.0
