bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,12,8589155,8.719999999994812,4.0
0,0,30,8592374,10.056666666656099,0.0
0,0,14,8589161,12.293333333320554,1.0
0,0,32,8577820,16.429999999981746,0.0
0,0,8,8587255,21.64666666664627,2.0
0,0,26,8589158,34.4,0.0
0,10,48,8589155,2.0,2.0
0,10,18,8589155,2.0,6.0
0,10,42,8592374,3.3,2.0
0,10,23,8589161,5.536666666666619,3.0
0,10,47,8577820,9.673333333332224,2.0
0,10,11,8589138,17.10999999999889,3.0
0,10,35,8587356,19.84666666666555,2.0
0,10,20,8587255,26.453333333332218,4.0
0,10,44,8589158,34.089999999998085,2.0
0,10,0,8589152,37.32666666666475,3.0
0,10,4,8589152,37.3633333333314,6.0
0,10,28,8592378,50.62999999999805,3.0
0,10,24,8592377,51.63666666666471,2.0
1,0,37,8577820,0.0,0.0
1,0,11,8589161,4.15,1.0
1,0,29,8592374,6.536666666664721,0.0
1,0,6,8587255,10.14333333333139,1.0
1,0,24,8588858,18.12999999999807,0.0
1,0,9,8588858,18.166666666666668,2.0
1,0,13,8588858,18.203333333331106,4.0
1,0,27,8589147,30.609999999997772,2.0
1,0,31,8589138,32.02666666666444,0.0
1,10,49,8592374,0.0,0.0
1,10,13,8577741,8.0,1.0
1,10,37,8587255,15.766666666666667,0.0
1,10,19,8587255,15.803333333333399,1.0
1,10,21,8588858,23.790000000000063,3.0
1,10,22,8588858,23.826666666666725,5.0
1,10,43,8588858,23.863333333333387,4.0
1,10,45,8589147,36.27000000000005,2.0
1,10,6,8591766,37.1266666666611,3.0
1,10,46,8589138,38.01333333332775,1.0
1,10,3,8589147,41.15666666666658,2.0
1,10,27,8588351,49.87333333333325,1.0
1,10,30,8589155,55.07999999999993,0.0
