bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,10,8587255,7.0699999999998795,1.0
0,0,8,8587255,9.093333333333305,3.0
0,0,26,8589158,17.636666666666656,1.0
0,0,28,8589141,21.543333333333322,0.0
0,0,4,8589138,23.529999999999987,1.0
0,0,22,8587356,26.266666666666666,0.0
0,10,48,8587255,10.0,2.0
0,10,18,8587255,10.0,4.0
0,10,19,8587255,10.0,5.0
0,10,42,8589158,17.6,3.0
0,10,43,8589141,21.50666666666605,2.0
0,10,20,8589138,23.493333333332714,3.0
0,10,44,8587356,26.229999999999393,2.0
0,10,5,8587356,26.266666666666666,6.0
0,10,29,8588344,37.173333333330696,2.0
0,10,1,8587238,43.05999999999734,4.0
0,10,25,8589141,53.97666666666282,2.0
0,20,54,8589158,9.0,0.0
0,20,21,8589158,9.0,1.0
0,20,48,8589141,12.85,0.0
0,20,26,8589138,14.836666666666307,1.0
0,20,25,8587356,21.0,5.0
0,20,53,8587356,21.036666666666978,4.0
0,20,52,8588344,31.953333333333646,0.0
0,20,23,8587238,37.91999999999977,2.0
0,20,50,8589141,49.08666666666619,0.0
0,20,6,8589158,53.29333333333285,1.0
0,20,33,8589155,75.24499999999989,0.0
0,30,56,8587356,21.0,0.0
0,30,20,8587356,21.0,4.0
0,30,48,8588344,31.88000000000011,0.0
0,30,27,8587238,37.84666666666513,2.0
0,30,22,8589158,48.36333333333178,3.0
0,30,13,8504622,50.07999999999832,5.0
0,30,41,8589141,52.496666666665064,3.0
0,30,55,8589141,52.53333333333333,1.0
0,30,5,8589141,52.56999999999999,4.0
0,30,33,8577820,61.75666666666672,1.0
0,30,50,8589155,68.69333333333014,0.0
0,40,64,8587238,0.0,0.0
0,40,25,8587238,0.0,2.0
0,40,28,8589158,38.569999999999425,3.0
0,40,27,8504622,41.45666666666706,5.0
0,40,59,8589141,43.79333333333324,3.0
0,40,26,8589141,43.8299999999999,6.0
0,40,57,8589141,44.036666666665475,4.0
0,40,58,8577820,53.0933333333309,1.0
0,40,60,8589155,60.10999999999672,0.0
0,40,2,8577741,63.17666666666338,3.0
0,40,34,8589131,77.9516666666666,0.0
0,50,64,8589141,44.0,0.0
0,50,26,8589141,44.0,3.0
0,50,27,8589141,44.0,4.0
0,50,58,8577820,53.01999999999998,1.0
0,50,59,8589155,60.03666666666621,0.0
0,50,29,8577741,63.10333333333287,3.0
0,50,11,8577820,70.86999999999952,4.0
0,50,61,8589131,77.37666666666618,1.0
0,50,43,8589131,77.41333333333284,0.0
0,50,6,8587238,82.97999999999797,5.0
0,50,1,8587238,83.01666666666667,6.0
0,50,38,8592378,90.6033333333313,1.0
0,50,33,8577786,93.93999999999798,0.0
0,60,72,8577820,10.0,0.0
0,60,28,8577820,10.0,1.0
0,60,64,8589155,47.31999999999999,0.0
0,60,34,8577820,53.886666666666656,1.0
0,60,70,8589131,68.7066666666667,0.0
0,60,35,8577741,78.82333333333338,3.0
0,60,71,8589131,89.16000000000005,0.0
0,60,32,8587238,94.81666666666666,5.0
0,60,30,8587238,94.85333333333338,6.0
0,60,66,8577786,103.2900000000001,5.0
0,60,68,8592378,106.69666666666677,0.0
1,0,37,8577820,0.0,0.0
1,0,12,8589155,6.730000000000075,4.0
1,0,30,8592374,8.066666666666666,0.0
1,0,14,8589161,10.303333333332887,1.0
1,0,32,8577820,14.43999999999923,0.0
1,0,11,8589161,18.626666666665585,1.0
1,0,17,8592374,21.013333333331985,7.0
1,0,29,8592374,21.05,6.0
1,0,35,8577785,28.466666666666665,0.0
1,10,49,8592374,0.0,2.0
1,10,9,8587255,3.569999999999539,5.0
1,10,22,8589161,5.7366666666658555,6.0
1,10,33,8577820,9.873333333332512,3.0
1,10,46,8577820,9.909999999999167,2.0
1,10,21,8589161,14.096666666663936,3.0
1,10,45,8592374,16.483333333333334,2.0
1,10,23,8592374,16.519999999997367,8.0
1,10,47,8577785,23.93666666666411,2.0
1,10,2,8577786,26.19333333333077,4.0
1,10,26,8577741,34.02999999999744,2.0
1,20,55,8592374,0.0,0.0
1,20,22,8592374,0.0,6.0
1,20,49,8577785,12.319999999999936,0.0
1,20,24,8577786,24.706666666666706,2.0
1,20,51,8577741,32.74333333333334,0.0
1,20,11,8588858,35.0,5.0
1,20,38,8589155,36.11666666666667,0.0
1,20,8,8504622,46.923333333341695,2.0
1,20,35,8589147,47.88999999999993,0.0
1,20,7,8591767,48.5566666666666,2.0
1,20,15,8589147,49.24333333333327,3.0
1,20,34,8589152,51.77999999999993,1.0
1,20,42,8588351,61.916666666666664,0.0
1,30,57,8577786,0.0,0.0
1,30,21,8577786,0.0,2.0
1,30,49,8577741,29.0,0.0
1,30,25,8588858,31.25666666666666,5.0
1,30,53,8589155,36.11666666666667,0.0
1,30,24,8504622,46.92333333333295,2.0
1,30,23,8591767,47.22999999999922,4.0
1,30,52,8589147,47.916666666666664,2.0
1,30,26,8589147,47.95333333333269,3.0
