bus_id,interval,logical_node,location,arrival_time,passenger_load
0,0,36,8587238,0.0,0.0
0,0,12,8589155,8.720000000000056,4.0
0,0,30,8592374,10.056666666666402,0.0
0,0,7,8577741,17.74333333333292,1.0
0,0,13,8588858,20.029999999999546,3.0
0,0,25,8587255,25.866666666666667,2.0
0,0,31,8589138,32.583333333333336,0.0
0,10,48,8589155,0.0,1.0
0,10,18,8589155,0.0,5.0
0,10,42,8592374,3.3,1.0
0,10,20,8577741,10.986666666665144,2.0
0,10,14,8588858,13.273333333331806,4.0
0,10,23,8588858,13.309999999998468,6.0
0,10,44,8587255,19.146666666665126,5.0
0,10,3,8589147,25.883333333333333,6.0
0,10,38,8589147,30.03666666666666,4.0
0,10,47,8589138,31.453333333333333,2.0
0,10,0,8589152,32.41,3.0
0,10,4,8589152,32.44666666666666,6.0
0,10,27,8588351,42.333333333333336,5.0
0,10,28,8592378,47.0,2.0
0,10,24,8592377,48.00666666666663,1.0
0,20,54,8587255,6.0,0.0
0,20,20,8587255,6.0,2.0
0,20,21,8587255,6.0,4.0
0,20,47,8589147,12.819999999999936,2.0
0,20,48,8589138,14.256666666666206,0.0
0,20,22,8589152,15.213333333332855,1.0
0,20,24,8589152,24.409999999999187,4.0
0,20,23,8589147,30.0,5.0
0,20,50,8588351,39.00666666666666,4.0
0,20,51,8592378,43.623333333332525,1.0
0,20,49,8592377,44.629999999999185,0.0
0,20,1,8577785,46.61666666666667,1.0
0,20,28,8588858,53.53333333333333,0.0
0,20,2,8577741,55.66999999999926,4.0
0,20,29,8592377,64.23666666666587,0.0
0,30,58,8589147,0.0,1.0
0,30,21,8589147,0.0,2.0
0,30,22,8589147,28.209999999999923,3.0
0,30,23,8589147,30.0,6.0
0,30,51,8588351,38.97000000000003,5.0
0,30,52,8592378,43.58666666666664,2.0
0,30,25,8577785,45.44333333333331,3.0
0,30,50,8592377,46.92999999999995,2.0
0,30,54,8588858,55.016666666666666,1.0
0,30,26,8577741,57.15333333333329,5.0
0,30,55,8592377,65.7199999999999,1.0
0,40,68,8588351,25.0,0.0
0,40,28,8588351,25.0,1.0
0,40,29,8588351,25.0,4.0
0,40,63,8592378,29.6,1.0
0,40,62,8592377,30.606666666663717,0.0
0,40,32,8577785,32.52333333333036,1.0
0,40,66,8588858,39.90999999999704,0.0
0,40,17,8589154,40.86666666666667,4.0
0,40,51,8592375,51.10333333333047,0.0
0,40,33,8577741,59.43999999999707,4.0
0,40,14,8577741,59.47666666666373,6.0
0,40,48,8592378,70.0133333333304,4.0
0,40,67,8592377,71.01999999999705,0.0
0,50,68,8589154,5.0,0.0
0,50,29,8589154,5.0,4.0
0,50,63,8592375,45.2,0.0
0,50,33,8577741,53.53666666666669,4.0
0,50,32,8577741,53.57333333333264,6.0
0,50,66,8592378,64.10999999999888,4.0
0,50,67,8592377,65.11666666666666,0.0
0,50,4,8577786,75.08333333333333,1.0
0,50,38,8588351,84.07500000000195,0.0
0,60,74,8577741,0.0,0.0
0,60,32,8577741,20.0,2.0
0,60,33,8577741,50.0,6.0
0,60,69,8592378,61.8699999999999,4.0
0,60,70,8592377,62.87666666666655,0.0
0,60,34,8577786,66.63333333333334,1.0
0,60,71,8588351,88.34500000000003,0.0
1,0,37,8577820,0.35499999999998977,0.0
1,0,11,8589161,4.5050000000000665,1.0
1,0,29,8592374,6.891666666659525,0.0
1,0,14,8589161,9.128333333324079,1.0
1,0,32,8577820,16.783333333333335,0.0
1,0,10,8587255,22.0,1.0
1,0,8,8587255,22.03666666666666,3.0
1,0,26,8589158,29.67333333333343,1.0
1,0,28,8589141,33.5800000000001,0.0
1,10,49,8589161,0.0,5.0
1,10,19,8589161,0.0,6.0
1,10,43,8577820,7.1,5.0
1,10,11,8589138,14.536666666666576,6.0
1,10,35,8587356,17.273333333333255,5.0
1,10,22,8587255,23.879999999998773,6.0
1,10,21,8587255,23.916666666666668,8.0
1,10,45,8589158,31.553333333330386,6.0
1,10,46,8589141,35.45999999999705,5.0
1,20,55,8587356,0.0,0.0
1,20,26,8587255,9.963333333332159,1.0
1,20,25,8587255,10.0,3.0
1,20,52,8589158,17.816666666666666,1.0
1,20,53,8589141,21.703333333332466,0.0
1,20,19,8587255,30.18999999999876,1.0
1,20,46,8588858,38.3266666666654,0.0
1,20,0,8589161,42.71333333333206,1.0
1,20,27,8588351,45.42999999999772,0.0
1,20,11,8588858,50.23666666666439,5.0
1,20,38,8589155,51.35333333333094,0.0
1,30,59,8589141,0.0,0.0
1,30,28,8587255,21.0,1.0
1,30,57,8588858,33.15,0.0
1,30,27,8588858,33.18666666666675,5.0
1,30,56,8589155,40.68333333333333,0.0
1,30,24,8589161,44.0,1.0
1,30,53,8588351,48.01999999999998,0.0
1,40,69,8588858,5.0,0.0
1,40,30,8588858,5.0,5.0
1,40,64,8589155,36.17000000000007,0.0
1,40,31,8589161,39.786666666666704,1.0
1,40,65,8588351,42.52333333333336,0.0
1,40,12,8587356,50.18999999999982,1.0
1,40,46,8592378,62.49666666666596,0.0
1,40,3,8577820,72.48333333333333,2.0
1,40,37,8589271,85.34500000000003,0.0
1,50,69,8588351,0.0,0.0
1,50,31,8587356,15.0,1.0
1,50,65,8592378,57.306666666666615,0.0
1,50,30,8577820,62.87333333333338,2.0
1,50,64,8589271,73.1399999999997,0.0
1,50,5,8504622,77.22666666666527,4.0
1,50,39,8589141,79.56333333333043,0.0
1,60,75,8592378,0.0,2.0
1,60,36,8577820,62.779999999999916,4.0
1,60,35,8504622,72.96333333333337,8.0
1,60,72,8589141,76.48000000000002,4.0
1,60,73,8589271,77.9966666666667,2.0
