bus_id,decision_interval,step_sequence,logical_node,location,arrival_time,passenger_load
0,0,0,36,8589152,0.0,1
0,0,1,5,8589152,0.0,3
0,0,2,23,8587255,8.74,1
0,0,3,2,8587255,8.77,4
0,0,4,14,8589161,10.94,5
0,0,5,20,8577820,15.08,2
0,0,6,32,8577820,15.11,1
0,0,7,8,8587255,20.33,3
0,0,8,10,8587255,20.37,4
0,0,9,26,8589158,28.0,2
0,0,10,28,8589141,31.91,1
0,10,0,46,8587255,0.0,0
0,10,1,16,8587255,0.0,3
0,10,2,21,8589161,3.13,4
0,10,3,39,8577820,7.27,1
0,10,4,44,8577820,7.3,0
0,10,5,11,8577741,14.91,1
0,10,6,19,8587255,22.68,2
0,10,7,18,8587255,22.71,4
0,10,8,34,8587255,22.75,3
0,10,9,41,8589158,30.39,1
0,10,10,42,8589141,34.29,0
0,10,11,6,8591766,37.23,1
0,10,12,3,8589147,38.34,2
0,10,13,26,8588351,49.87,1
0,10,14,29,8589155,55.08,0
0,20,0,54,8577741,0.0,0
0,20,1,18,8577741,0.0,1
0,20,2,45,8587255,16.27,0
0,20,3,26,8587255,16.31,1
0,20,4,25,8587255,16.34,3
0,20,5,52,8589158,24.16,1
0,20,6,53,8589141,28.05,0
0,20,7,22,8589147,31.33,1
0,20,8,8,8504622,32.22,3
0,20,9,35,8589147,33.97,1
0,20,10,24,8591766,34.85,2
0,20,11,49,8588351,42.82,1
0,20,12,11,8588858,47.63,6
0,20,13,38,8589155,48.74,1
0,20,14,13,8588858,49.88,2
0,20,15,3,8589154,50.82,6
0,20,16,51,8589155,52.82,5
0,20,17,40,8592375,60.56,4
0,20,18,30,8592375,60.8,0
0,30,0,56,8589141,28.86,0
0,30,1,25,8589147,32.11,1
0,30,2,19,8504622,33.0,3
0,30,3,47,8589147,33.97,1
0,30,4,27,8591766,34.85,2
0,30,5,7,8589161,42.34,3
0,30,6,35,8588351,45.06,2
0,30,7,53,8588351,45.09,1
0,30,8,22,8588858,49.9,6
0,30,9,50,8589155,51.02,1
0,30,10,55,8589155,51.05,0
0,30,11,23,8588858,52.19,1
0,30,12,18,8589154,53.13,5
0,30,13,46,8592375,63.11,1
0,30,14,51,8592375,63.15,0
0,30,15,1,8592377,65.91,2
0,30,16,29,8591767,77.26,0
0,40,0,66,8591766,0.0,0
0,40,1,22,8591766,0.0,1
0,40,2,23,8591766,30.0,2
0,40,3,28,8589161,37.58,3
0,40,4,61,8588351,40.32,2
0,40,5,55,8588351,40.35,1
0,40,6,31,8588858,45.27,6
0,40,7,56,8589155,46.48,5
0,40,8,64,8589155,46.51,0
0,40,9,32,8588858,47.62,1
0,40,10,29,8589154,48.58,5
0,40,11,65,8592375,58.81,4
0,40,12,62,8592375,58.85,0
0,40,13,27,8592377,61.61,2
0,40,14,60,8591767,73.12,0
0,40,15,0,8589147,73.79,2
0,40,16,33,8592377,90.72,0
0,50,0,68,8589154,5.0,0
0,50,1,26,8589154,5.0,4
0,50,2,27,8589154,35.0,5
0,50,3,61,8592375,45.2,4
0,50,4,60,8592375,45.24,0
0,50,5,33,8592377,47.99,2
0,50,6,67,8591767,59.51,0
0,50,7,5,8504622,60.13,4
0,50,8,16,8589138,60.76,6
0,50,9,50,8589152,61.7,4
0,50,10,39,8589141,62.46,0
0,50,11,18,8589271,63.98,1
0,50,12,14,8591767,68.32,4
0,50,13,29,8589147,68.98,6
0,50,14,48,8589161,77.57,3
0,50,15,52,8592377,85.34,2
0,50,16,63,8592377,85.37,0
0,50,17,0,8577785,87.29,1
0,50,18,34,8587255,96.32,0
0,60,0,72,8591767,50.0,0
0,60,1,31,8591767,50.0,3
0,60,2,67,8589161,58.16,0
0,60,3,28,8504622,66.16,4
0,60,4,64,8589141,68.52,0
0,60,5,33,8589271,70.04,1
0,60,6,34,8589147,75.04,3
0,60,7,70,8592377,88.01,1
0,60,8,69,8592377,88.05,0
0,60,9,27,8577785,89.96,1
0,60,10,63,8587255,99.15,0
0,60,11,32,8589138,106.09,2
0,60,12,68,8589152,107.02,0
1,0,0,37,8588351,0.0,0
1,0,1,11,8589161,2.57,1
