time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,5,0,0,19.400996976367693,4,30.80807399749756,0.0,319.0,2
10,6,0,0,33.625496761148696,7,39.994105100631714,0.04984402480020904,8190.0,2
20,12,0,0,53.57460000000003,18,480.0143280029297,0.5619422497033905,325691.0,9
30,7,0,0,68.12970000000001,23,480.02394104003906,0.6248253063214069,235246.0,9
