bus_id,decision_interval,step_sequence,logical_node,location,arrival_time,passenger_load
0,0,0,10,8592374,0.0,0.0
0,10,0,20,8587356,10.0,0.0
0,10,1,6,8587356,19.76,1.0
0,10,2,0,8591766,33.96,3.0
0,10,3,12,8587255,39.65,2.0
0,10,4,10,8587255,42.47,0.0
0,20,0,38,8592377,20.0,0.0
0,20,1,12,8592377,20.0,1.0
0,20,2,31,8587238,27.02,0.0
0,30,0,50,8589152,30.0,0.0
0,30,1,7,8589152,30.0,4.0
0,30,2,13,8591767,32.18,5.0
0,30,3,48,8589147,32.87,3.0
0,30,4,17,8589147,40.0,4.0
0,30,5,47,8589158,41.76,0.0
1,0,0,11,8588344,0.0,0.0
1,10,0,21,8588344,10.0,0.0
1,20,0,39,8588344,1489.37,0.0
1,30,0,51,8588344,1470.15,0.0
