time_step,new_reqs_presented,reqs_rejected,reqs_abandonned,obj_cost,in_transit_carried_over,solve_time_seconds,mip_gap,node_count,solve_status
0,18,9,0,2156.9932000001945,8,240.0228250026703,0.9923779585314407,139349.0,9
10,16,11,0,2756.0349999999953,9,240.02275109291077,0.9913445578223281,76053.0,9
20,18,12,7,3144.738900000021,10,240.0244710445404,0.9936390098774532,35776.0,9
30,18,17,1,4330.949499999953,8,240.01356291770935,0.9955652773562461,13568.0,9
40,25,22,2,5367.244118268696,10,240.02194905281067,0.9858576231686006,4813.0,9
50,26,23,8,5625.52109999972,7,246.08568501472473,0.9745830375822004,3025.0,9
