passenger_id,origin,destination,appear_time,board_time,arrival_time,status,wait_time,travel_time,total_time,assigned_vehicle,vehicle_type
P3603,8592374,8592375,15245.169850970453,16206.0,16791.0,ARRIVED,960.8301490295471,585.0,1545.830149029547,,Bus
P3604,8592374,8592375,15324.196664901163,16206.0,16791.0,ARRIVED,881.8033350988371,585.0,1466.8033350988371,,Bus
P3605,8592374,8592375,15384.177903529191,16206.0,16791.0,ARRIVED,821.8220964708089,585.0,1406.822096470809,,Bus
P3606,8592374,8592378,15087.041917002134,15196.0,15797.0,ARRIVED,108.95808299786586,601.0,709.9580829978659,,Bus
P3607,8592374,8592378,15466.444370198065,16206.0,16762.0,ARRIVED,739.5556298019346,556.0,1295.5556298019346,,Bus
P3608,8592374,8592377,15041.117722863266,15196.0,15713.0,ARRIVED,154.88227713673405,517.0,671.882277136734,,Bus
P3609,8592374,8589158,15081.106882385733,15801.0,16405.0,ARRIVED,719.8931176142669,604.0,1323.8931176142669,,Bus
P3610,8592374,8589158,15099.757039295548,15801.0,16405.0,ARRIVED,701.2429607044523,604.0,1305.2429607044523,,Bus
P3611,8592374,8589158,15137.752111101643,15801.0,16405.0,ARRIVED,663.2478888983569,604.0,1267.247888898357,,Bus
P3612,8592374,8589158,15193.002470783344,15801.0,16405.0,ARRIVED,607.9975292166564,604.0,1211.9975292166564,,Bus
P3613,8592374,8589158,15230.010948352076,15801.0,16405.0,ARRIVED,570.9890516479245,604.0,1174.9890516479245,,Bus
P3614,8592374,8589158,15262.949669017436,15801.0,16405.0,ARRIVED,538.0503309825635,604.0,1142.0503309825635,,Bus
P3615,8592374,8577741,15099.891243638791,15137.0,15426.0,ARRIVED,37.10875636120909,289.0,326.1087563612091,,Bus
P3616,8592374,8589154,15000.123112089275,15137.0,15376.0,ARRIVED,136.8768879107247,239.0,375.8768879107247,,Bus
P3617,8592374,8589154,15272.160908666856,16161.0,16463.0,ARRIVED,888.8390913331441,302.0,1190.839091333144,,Bus
P3618,8592374,8588858,15101.875442213452,15137.0,15299.0,ARRIVED,35.124557786548394,162.0,197.1245577865484,,Bus
P3619,8592374,8588858,15163.439264962099,,,ABANDONED,,,,,Bus
P3620,8592374,8588858,15479.82919274443,,,ABANDONED,,,,,Bus
P3621,8592374,8587238,15115.397519060749,15272.0,15710.0,ARRIVED,156.6024809392511,438.0,594.6024809392511,,Bus
P3622,8592374,8587238,15202.584397684592,15272.0,15710.0,ARRIVED,69.41560231540825,438.0,507.41560231540825,,Bus
P3623,8589131,8592374,15183.368761323532,15564.0,16127.0,ARRIVED,380.63123867646755,563.0,943.6312386764675,,Bus
P3624,8588344,8592374,15051.606039568458,15628.0,16127.0,ARRIVED,576.3939604315419,499.0,1075.393960431542,,Bus
P3625,8588344,8592374,15098.948030889462,15628.0,16127.0,ARRIVED,529.0519691105383,499.0,1028.0519691105383,,Bus
P3626,8588344,8592374,15113.56293046616,15628.0,16127.0,ARRIVED,514.4370695338403,499.0,1013.4370695338403,,Bus
P3627,8588344,8592374,15161.205806656846,15628.0,16127.0,ARRIVED,466.7941933431539,499.0,965.7941933431539,,Bus
P3628,8588344,8592374,15227.285448577473,15628.0,16127.0,ARRIVED,400.7145514225267,499.0,899.7145514225267,,Bus
P3629,8588344,8592374,15229.236426959662,15628.0,16127.0,ARRIVED,398.7635730403381,499.0,897.7635730403381,,Bus
P3630,8588344,8592374,15279.56702063742,15628.0,16127.0,ARRIVED,348.4329793625802,499.0,847.4329793625802,,Bus
P3631,8588344,8592374,15409.879431563992,15628.0,16127.0,ARRIVED,218.1205684360084,499.0,717.1205684360084,,Bus
P3632,8588344,8592374,15507.557565924575,15628.0,16127.0,ARRIVED,120.4424340754249,499.0,619.4424340754249,,Bus
P3633,8588344,8592374,15593.982263400536,15628.0,16127.0,ARRIVED,34.017736599464115,499.0,533.0177365994641,,Bus
P3634,8577786,8592374,15003.639313544465,15148.0,15678.0,ARRIVED,144.36068645553496,530.0,674.360686455535,,Bus
P3635,8577786,8592374,15166.497900094044,15720.0,16127.0,ARRIVED,553.5020999059561,407.0,960.5020999059561,,Bus
P3636,8577786,8592374,15476.118348468319,15720.0,16127.0,ARRIVED,243.8816515316812,407.0,650.8816515316812,,Bus
P3637,8577785,8592374,15046.96892183665,15230.0,15678.0,ARRIVED,183.03107816335068,448.0,631.0310781633507,,Bus
P3638,8577785,8592374,15064.545627694923,15230.0,15678.0,ARRIVED,165.4543723050774,448.0,613.4543723050774,,Bus
P3639,8577785,8592374,15326.789153372358,15512.0,15801.0,ARRIVED,185.21084662764224,289.0,474.21084662764224,,Bus
P3640,8577785,8592374,15403.147282626334,15512.0,15801.0,ARRIVED,108.85271737366566,289.0,397.85271737366566,,Bus
P3641,8592375,8592374,15528.919306046611,15865.0,16804.0,ARRIVED,336.0806939533886,939.0,1275.0806939533886,,Bus
P3642,8592377,8592374,15161.44935724285,15389.0,15801.0,ARRIVED,227.55064275715085,412.0,639.5506427571509,,Bus
